snapshot_date,component_column,component_name,model_ready,weight_method,number_of_training_periods,training_start_date,training_end_date,weighted_mean_ic,weighted_ic_std,positive_ic_rate_percent,raw_strength,target_weight,smoothed_weight,lookahead_violation
2021-11-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,22,2020-02-29,2021-11-30,0.0354132596,0.1358762160,81.8181818182,0.0000000000,0.0000000000,0.0000000000,0
2021-11-30,value_component,Value,0,INSUFFICIENT_HISTORY,28,2019-08-31,2021-11-30,-0.0194858337,0.1501894915,46.4285714286,0.0000000000,0.0000000000,0.0000000000,0
2021-11-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,28,2019-08-31,2021-11-30,0.0096073118,0.0777453725,53.5714285714,0.1235740658,0.0000000000,0.0000000000,0
2021-12-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,29,2019-08-31,2021-12-31,0.0219767795,0.0752667803,68.9655172414,0.2919851146,0.0000000000,0.0000000000,0
2021-12-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,29,2019-08-31,2021-12-31,0.0128843917,0.1116783592,44.8275862069,0.1153705315,0.0000000000,0.0000000000,0
2021-12-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,23,2020-02-29,2021-12-31,0.0172795172,0.1450207166,78.2608695652,0.0000000000,0.0000000000,0.0000000000,0
2021-12-31,value_component,Value,0,INSUFFICIENT_HISTORY,29,2019-08-31,2021-12-31,-0.0010080943,0.1600050463,48.2758620690,0.0000000000,0.0000000000,0.0000000000,0
2021-12-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,29,2019-08-31,2021-12-31,0.0215899413,0.0869623835,55.1724137931,0.2482675892,0.0000000000,0.0000000000,0
2022-01-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,30,2019-08-31,2022-01-31,0.0278965657,0.0758802740,70.0000000000,0.3676392321,0.3500000000,0.3500000000,0
2022-01-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,30,2019-08-31,2022-01-31,0.0248190444,0.1164838151,46.6666666667,0.2130686089,0.2542835409,0.2542835409,0
2022-01-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,24,2020-02-29,2022-01-31,0.0100717852,0.1417724821,75.0000000000,0.0710418911,0.0847838812,0.0847838812,0
2022-01-31,value_component,Value,1,ROLLING_IC_WEIGHT,30,2019-08-31,2022-01-31,0.0107665581,0.1604713181,50.0000000000,0.0670933486,0.0800715523,0.0800715523,0
2022-01-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,30,2019-08-31,2022-01-31,0.0166226571,0.0859307506,53.3333333333,0.1934424753,0.2308610256,0.2308610256,0
2022-02-28,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,31,2019-08-31,2022-02-28,0.0151409216,0.0873068568,67.7419354839,0.1734219070,0.2836860506,0.3301058152,0
2022-02-28,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,31,2019-08-31,2022-02-28,0.0080715949,0.1285979215,45.1612903226,0.0627661381,0.1026737518,0.2088006042,0
2022-02-28,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,25,2020-02-29,2022-02-28,0.0246776319,0.1459919373,76.0000000000,0.1690342106,0.2765085936,0.1423012949,0
2022-02-28,value_component,Value,1,ROLLING_IC_WEIGHT,31,2019-08-31,2022-02-28,0.0017496633,0.1585619691,48.3870967742,0.0110345708,0.0180505097,0.0614652395,0
2022-02-28,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,31,2019-08-31,2022-02-28,0.0161902248,0.0830014790,54.8387096774,0.1950594741,0.3190810942,0.2573270462,0
2022-03-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,32,2019-08-31,2022-03-31,0.0117281867,0.0853105057,65.6250000000,0.1374764641,0.2042353290,0.2923446693,0
2022-03-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,32,2019-08-31,2022-03-31,0.0122344623,0.1252140288,46.8750000000,0.0977083993,0.1451558069,0.1897071650,0
2022-03-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,26,2020-02-29,2022-03-31,0.0266710644,0.1408037042,76.9230769231,0.1894201901,0.2814030393,0.1840318182,0
2022-03-31,value_component,Value,1,ROLLING_IC_WEIGHT,32,2019-08-31,2022-03-31,0.0086158119,0.1553304690,50.0000000000,0.0554676230,0.0824028193,0.0677465135,0
2022-03-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,32,2019-08-31,2022-03-31,0.0154892108,0.0802320903,56.2500000000,0.1930550571,0.2868030054,0.2661698340,0
2022-04-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,33,2019-08-31,2022-04-30,0.0179371682,0.0856989178,66.6666666667,0.2093044887,0.2918938983,0.2922094380,0
2022-04-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,33,2019-08-31,2022-04-30,0.0180507974,0.1229807144,48.4848484848,0.1467774643,0.2046943499,0.1942033205,0
2022-04-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,27,2020-02-29,2022-04-30,0.0220445733,0.1367353410,74.0740740741,0.1612207436,0.2248367994,0.1962733126,0
2022-04-30,value_component,Value,1,ROLLING_IC_WEIGHT,33,2019-08-31,2022-04-30,0.0095816951,0.1501670730,51.5151515152,0.0638068979,0.0889844470,0.0741178935,0
2022-04-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,33,2019-08-31,2022-04-30,0.0108101612,0.0795173794,54.5454545455,0.1359471506,0.1895905053,0.2431960354,0
2022-05-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,34,2019-08-31,2022-05-31,0.0181697280,0.0828589170,67.6470588235,0.2192851256,0.3500000000,0.3095466066,0
2022-05-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,34,2019-08-31,2022-05-31,0.0091466498,0.1235798739,47.0588235294,0.0740140728,0.1450156177,0.1794470096,0
2022-05-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,28,2020-02-29,2022-05-31,0.0229331514,0.1319011803,75.0000000000,0.1738661580,0.3406555987,0.2395879984,0
2022-05-31,value_component,Value,1,ROLLING_IC_WEIGHT,34,2019-08-31,2022-05-31,-0.0005906861,0.1501980637,50.0000000000,0.0000000000,0.0000000000,0.0518825255,0
2022-05-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,34,2019-08-31,2022-05-31,0.0065857433,0.0785220508,52.9411764706,0.0838712598,0.1643287835,0.2195358598,0
2022-06-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,35,2019-08-31,2022-06-30,0.0094208632,0.0867644142,65.7142857143,0.1085798049,0.3395448766,0.3185460876,0
2022-06-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,35,2019-08-31,2022-06-30,-0.0033997629,0.1286848654,45.7142857143,0.0000000000,0.0000000000,0.1256129068,0
2022-06-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,29,2020-02-29,2022-06-30,0.0153578033,0.1302689469,72.4137931034,0.1178930487,0.3500000000,0.2727115989,0
2022-06-30,value_component,Value,1,ROLLING_IC_WEIGHT,35,2019-08-31,2022-06-30,-0.0094423823,0.1491066819,48.5714285714,0.0000000000,0.0000000000,0.0363177678,0
2022-06-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,35,2019-08-31,2022-06-30,0.0075478404,0.0760277265,54.2857142857,0.0992774713,0.3104551234,0.2468116389,0
2022-07-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2019-08-31,2022-07-31,0.0136101843,0.0854473336,66.6666666667,0.1592815568,0.3000000000,0.3129822613,0
2022-07-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2019-08-31,2022-07-31,-0.0007388483,0.1249035353,47.2222222222,0.0000000000,0.0000000000,0.0879290347,0
2022-07-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,30,2020-02-29,2022-07-31,0.0243687361,0.1300875746,73.3333333333,0.1873256240,0.3500000000,0.2958981192,0
2022-07-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2019-08-31,2022-07-31,-0.0056652271,0.1449650437,50.0000000000,0.0000000000,0.0000000000,0.0254224375,0
2022-07-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2019-08-31,2022-07-31,0.0239146334,0.0965282594,55.5555555556,0.2477474834,0.3500000000,0.2777681472,0
2022-08-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2019-09-30,2022-08-31,0.0197105662,0.0848503183,69.4444444444,0.2322980822,0.2779738013,0.3024797233,0
2022-08-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2019-09-30,2022-08-31,0.0102935339,0.1260572870,50.0000000000,0.0816575870,0.0977135482,0.0908643888,0
2022-08-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,31,2020-02-29,2022-08-31,0.0296014738,0.1271292021,74.1935483871,0.2328455881,0.2786289607,0.2907173717,0
2022-08-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2019-09-30,2022-08-31,0.0033554974,0.1411926808,52.7777777778,0.0237653775,0.0284382560,0.0263271830,0
2022-08-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2019-09-30,2022-08-31,0.0246491104,0.0929745556,58.3333333333,0.2651167323,0.3172454338,0.2896113332,0
2022-09-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2019-10-31,2022-09-30,0.0229212833,0.0825055040,72.2222222222,0.2778152024,0.3170748552,0.3068582629,0
2022-09-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2019-10-31,2022-09-30,0.0187897691,0.1263727258,52.7777777778,0.1486853192,0.1696968908,0.1145141394,0
2022-09-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,32,2020-02-29,2022-09-30,0.0315226459,0.1230320725,75.0000000000,0.2562148656,0.2924220514,0.2912287756,0
2022-09-30,value_component,Value,1,ROLLING_IC_WEIGHT,36,2019-10-31,2022-09-30,0.0032184542,0.1370642510,52.7777777778,0.0234813537,0.0267996379,0.0264689195,0
2022-09-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2019-10-31,2022-09-30,0.0159711702,0.0939563438,55.5555555556,0.1699850120,0.1940065648,0.2609299027,0
2022-10-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2019-11-30,2022-10-31,0.0232694038,0.0800852039,72.2222222222,0.2905580885,0.3101744021,0.3078531046,0
2022-10-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2019-11-30,2022-10-31,0.0192695870,0.1227878087,52.7777777778,0.1569340410,0.1675290562,0.1304186144,0
2022-10-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,33,2020-02-29,2022-10-31,0.0249881979,0.1214247440,72.7272727273,0.2057916457,0.2196851617,0.2697656914,0
2022-10-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2019-11-30,2022-10-31,0.0048717648,0.1332020348,55.5555555556,0.0365742520,0.0390434725,0.0302412854,0
2022-10-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2019-11-30,2022-10-31,0.0235550230,0.0954034299,58.3333333333,0.2468991215,0.2635679075,0.2617213041,0
2022-11-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2019-12-31,2022-11-30,0.0292158044,0.0815186432,72.2222222222,0.3583941449,0.3372812960,0.3166815621,0
2022-11-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2019-12-31,2022-11-30,0.0173160951,0.1194077314,50.0000000000,0.1450165322,0.1364736691,0.1322351308,0
2022-11-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,34,2020-02-29,2022-11-30,0.0131199271,0.1256903654,70.5882352941,0.1043829176,0.0982337637,0.2183061131,0
2022-11-30,value_component,Value,1,ROLLING_IC_WEIGHT,36,2019-12-31,2022-11-30,0.0154140340,0.1363880532,55.5555555556,0.1130160130,0.1063582870,0.0530763859,0
2022-11-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2019-12-31,2022-11-30,0.0341570623,0.0999365331,61.1111111111,0.3417875452,0.3216529842,0.2797008081,0
2022-12-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-01-31,2022-12-31,0.0276474133,0.0792941878,72.2222222222,0.3486688508,0.3500000000,0.3266770934,0
2022-12-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-01-31,2022-12-31,0.0190735954,0.1159364512,52.7777777778,0.1645176749,0.1919364473,0.1501455258,0
2022-12-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,35,2020-02-29,2022-12-31,0.0048132141,0.1255931315,68.5714285714,0.0383238640,0.0447109789,0.1662275728,0
2022-12-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-01-31,2022-12-31,0.0142281140,0.1323396183,55.5555555556,0.1075121285,0.1254302675,0.0747825504,0
2022-12-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-01-31,2022-12-31,0.0253366031,0.1026639489,58.3333333333,0.2467916285,0.2879223063,0.2821672576,0
2023-01-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-02-29,2023-01-31,0.0243322420,0.0780499317,69.4444444444,0.3117522517,0.3367584032,0.3297014864,0
2023-01-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-02-29,2023-01-31,0.0140717030,0.1144023477,52.7777777778,0.1230018730,0.1328680519,0.1449622836,0
2023-01-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-02-29,2023-01-31,-0.0086792180,0.1319769113,66.6666666667,0.0000000000,0.0000000000,0.1163593010,0
2023-01-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-02-29,2023-01-31,0.0222066374,0.1309958762,58.3333333333,0.1695216526,0.1831192581,0.1072835627,0
2023-01-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-02-29,2023-01-31,0.0339741779,0.1056842289,58.3333333333,0.3214687586,0.3472542869,0.3016933664,0
2023-02-28,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-03-31,2023-02-28,0.0431139238,0.1002328945,72.2222222222,0.4301374712,0.3368381967,0.3318424995,0
2023-02-28,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-03-31,2023-02-28,0.0353786428,0.1365202058,55.5555555556,0.2591458357,0.2029356236,0.1623542856,0
2023-02-28,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-03-31,2023-02-28,-0.0059284617,0.1287140210,66.6666666667,0.0000000000,0.0000000000,0.0814515107,0
2023-02-28,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-03-31,2023-02-28,0.0395645699,0.1421325254,61.1111111111,0.2783639410,0.2179852122,0.1404940575,0
2023-02-28,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-03-31,2023-02-28,0.0318702203,0.1030271128,55.5555555556,0.3093381873,0.2422409675,0.2838576467,0
2023-03-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-04-30,2023-03-31,0.0495903960,0.1007524092,72.2222222222,0.4922005968,0.3425196003,0.3350456297,0
2023-03-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-04-30,2023-03-31,0.0456408773,0.1391362705,55.5555555556,0.3280300465,0.2282742465,0.1821302739,0
2023-03-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-04-30,2023-03-31,-0.0056012355,0.1250332898,66.6666666667,0.0000000000,0.0000000000,0.0570160575,0
2023-03-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-04-30,2023-03-31,0.0527413900,0.1465343035,61.1111111111,0.3599252103,0.2504699099,0.1734868133,0
2023-03-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-04-30,2023-03-31,0.0262740290,0.1022956914,55.5555555556,0.2568439457,0.1787362433,0.2523212257,0
2023-04-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-05-31,2023-04-30,0.0438297749,0.1006941590,72.2222222222,0.4352762396,0.2968662022,0.3235918014,0
2023-04-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-05-31,2023-04-30,0.0463759636,0.1325943952,58.3333333333,0.3497580992,0.2385412966,0.1990535807,0
2023-04-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-05-31,2023-04-30,0.0033561411,0.1264623277,66.6666666667,0.0265386629,0.0180998441,0.0453411935,0
2023-04-30,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-05-31,2023-04-30,0.0595298903,0.1418197004,63.8888888889,0.4197575525,0.2862821792,0.2073254231,0
2023-04-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-05-31,2023-04-30,0.0234493221,0.0998240470,55.5555555556,0.2349065467,0.1602104779,0.2246880013,0
2023-05-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-06-30,2023-05-31,0.0455133817,0.0979958038,72.2222222222,0.4644421490,0.2902382820,0.3135857456,0
2023-05-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-06-30,2023-05-31,0.0478716541,0.1287807786,61.1111111111,0.3717298078,0.2323006666,0.2090277065,0
2023-05-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-06-30,2023-05-31,0.0114651864,0.1267247718,66.6666666667,0.0904731270,0.0565382901,0.0487003225,0
2023-05-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-06-30,2023-05-31,0.0634756169,0.1365838118,66.6666666667,0.4647374828,0.2904228414,0.2322546486,0
2023-05-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-06-30,2023-05-31,0.0203818758,0.0976016082,55.5555555556,0.2088272534,0.1304999199,0.1964315769,0
2023-06-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-07-31,2023-06-30,0.0427547967,0.0958660872,69.4444444444,0.4459845809,0.2717900090,0.3010470246,0
2023-06-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-07-31,2023-06-30,0.0448251006,0.1256023942,61.1111111111,0.3568809407,0.2174888511,0.2115660498,0
2023-06-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-07-31,2023-06-30,0.0119819608,0.1227960131,66.6666666667,0.0975761383,0.0594644314,0.0519295551,0
2023-06-30,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-07-31,2023-06-30,0.0621071707,0.1325192952,69.4444444444,0.4686651151,0.2856118828,0.2482618188,0
2023-06-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-07-31,2023-06-30,0.0265577384,0.0977072653,55.5555555556,0.2718092486,0.1656448256,0.1871955515,0
2023-07-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-08-31,2023-07-31,0.0412073169,0.0932847157,69.4444444444,0.4417370694,0.2522269739,0.2864010094,0
2023-07-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-08-31,2023-07-31,0.0471241082,0.1221007591,63.8888888889,0.3859444324,0.2203699962,0.2142072337,0
2023-07-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-08-31,2023-07-31,0.0051854409,0.1219549603,63.8888888889,0.0425193111,0.0242780557,0.0436341053,0
2023-07-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-08-31,2023-07-31,0.0700167619,0.1305538826,72.2222222222,0.5363054746,0.3062244859,0.2656506189,0
2023-07-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-08-31,2023-07-31,0.0339006894,0.0983081266,58.3333333333,0.3448411695,0.1969004883,0.1901070326,0
2023-08-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-09-30,2023-08-31,0.0478969560,0.0946894523,69.4444444444,0.5058320102,0.2540863972,0.2767066258,0
2023-08-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-09-30,2023-08-31,0.0532296403,0.1211932955,63.8888888889,0.4392127472,0.2206226223,0.2161318503,0
2023-08-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-09-30,2023-08-31,0.0174067623,0.1273134030,63.8888888889,0.1367237221,0.0686782119,0.0511473373,0
2023-08-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-09-30,2023-08-31,0.0661575066,0.1275039970,72.2222222222,0.5188661391,0.2606336199,0.2641455192,0
2023-08-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-09-30,2023-08-31,0.0377734296,0.0968170081,58.3333333333,0.3901528293,0.1959791487,0.1918686674,0
2023-09-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-10-31,2023-09-30,0.0436050826,0.0934729215,66.6666666667,0.4664996226,0.2306252558,0.2628822148,0
2023-09-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-10-31,2023-09-30,0.0568488412,0.1181974077,66.6666666667,0.4809652114,0.2377766659,0.2226252950,0
2023-09-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-10-31,2023-09-30,0.0231528875,0.1258997887,63.8888888889,0.1838993356,0.0909150388,0.0630776478,0
2023-09-30,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-10-31,2023-09-30,0.0712841058,0.1244807466,75.0000000000,0.5726516572,0.2831040552,0.2698330800,0
2023-09-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-10-31,2023-09-30,0.0311914038,0.0978570664,58.3333333333,0.3187445211,0.1575789843,0.1815817625,0
2023-10-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-11-30,2023-10-31,0.0407393242,0.0914591673,63.8888888889,0.4454372965,0.2209607820,0.2503057849,0
2023-10-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-11-30,2023-10-31,0.0598479618,0.1154145142,66.6666666667,0.5185479681,0.2572275951,0.2330059850,0
2023-10-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-11-30,2023-10-31,0.0203828828,0.1227731876,63.8888888889,0.1660206370,0.0823551374,0.0688608947,0
2023-10-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-11-30,2023-10-31,0.0684538494,0.1214872523,75.0000000000,0.5634652864,0.2795089932,0.2727358540,0
2023-10-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-11-30,2023-10-31,0.0306530184,0.0950658271,61.1111111111,0.3224399276,0.1599474923,0.1750914814,0
2023-11-30,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2020-12-31,2023-11-30,0.0441640428,0.0897581730,63.8888888889,0.4920336650,0.2367123424,0.2462277522,0
2023-11-30,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2020-12-31,2023-11-30,0.0595163914,0.1120962415,66.6666666667,0.5309401148,0.2554298358,0.2397331402,0
2023-11-30,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2020-12-31,2023-11-30,0.0271384511,0.1219698700,63.8888888889,0.2225012708,0.1070430760,0.0803155491,0
2023-11-30,value_component,Value,1,ROLLING_IC_WEIGHT,36,2020-12-31,2023-11-30,0.0641307206,0.1192440036,72.2222222222,0.5378108641,0.2587352827,0.2685356826,0
2023-11-30,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2020-12-31,2023-11-30,0.0275166402,0.0931730221,58.3333333333,0.2953284067,0.1420794631,0.1651878759,0
2023-12-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2021-01-31,2023-12-31,0.0442044860,0.0871721939,63.8888888889,0.5070938799,0.2412914460,0.2447468603,0
2023-12-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2021-01-31,2023-12-31,0.0582936059,0.1087525957,69.4444444444,0.5360203633,0.2550555897,0.2443298751,0
2023-12-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2021-01-31,2023-12-31,0.0240908950,0.1168851040,63.8888888889,0.2061074865,0.0980725176,0.0856426396,0
2023-12-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2021-01-31,2023-12-31,0.0672622202,0.1110283002,75.0000000000,0.6058114923,0.2882644354,0.2744543085,0
2023-12-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2021-01-31,2023-12-31,0.0226039836,0.0916814033,55.5555555556,0.2465492759,0.1173160112,0.1508263165,0
2024-01-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2021-02-28,2024-01-31,0.0456540922,0.0837138556,66.6666666667,0.5453588518,0.2225122668,0.2380764823,0
2024-01-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2021-02-28,2024-01-31,0.0677152474,0.1103262305,72.2222222222,0.6137728727,0.2504259219,0.2461586891,0
2024-01-31,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2021-02-28,2024-01-31,0.0357895839,0.1232690417,63.8888888889,0.2903371636,0.1184606800,0.0954880517,0
2024-01-31,value_component,Value,1,ROLLING_IC_WEIGHT,36,2021-02-28,2024-01-31,0.0736454346,0.1073165651,77.7777777778,0.6862447985,0.2799952457,0.2761165896,0
2024-01-31,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2021-02-28,2024-01-31,0.0283074260,0.0898071942,58.3333333333,0.3152022095,0.1286058856,0.1441601872,0
2024-02-29,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2021-03-31,2024-02-29,0.0368862723,0.0886774397,66.6666666667,0.4159600499,0.2020159509,0.2272583229,0
2024-02-29,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2021-03-31,2024-02-29,0.0498230807,0.1251576467,69.4444444444,0.3980825946,0.1933335519,0.2303111479,0
2024-02-29,long_momentum_component,12-1 Momentum,1,ROLLING_IC_WEIGHT,36,2021-03-31,2024-02-29,0.0290175050,0.1220698645,63.8888888889,0.2377122735,0.1154477960,0.1014759750,0
2024-02-29,value_component,Value,1,ROLLING_IC_WEIGHT,36,2021-03-31,2024-02-29,0.0635811616,0.1062712356,75.0000000000,0.5982913556,0.2905673205,0.2804518089,0
2024-02-29,short_reversal_component,Short Reversal,1,ROLLING_IC_WEIGHT,36,2021-03-31,2024-02-29,0.0406567817,0.0994055040,58.3333333333,0.4089993019,0.1986353808,0.1605027453,0
2024-03-31,turnover_stability_component,Turnover Stability,1,ROLLING_IC_WEIGHT,36,2021-04-30,2024-03-31,0.0390700441,0.0864762746,66.6666666667,0.4518007320,0.2097521102,0.2220064591,0
2024-03-31,low_risk_component,Low Risk,1,ROLLING_IC_WEIGHT,36,2021-04-30,2024-03-31,0.0523540074,0.1219288669,69.4444444444,0.4293815629,0.1993438313,0.2210209529,0
